"year","MIR","MLE","MLE_L95","MLE_U95","Num_mos","var_mle","nldasID"
2012,0,0,0,0,2671,0,"x69y72"
2012,1.53072381368904,1.55626466456191,0.753068565900339,3.16809805117963,4573,0.00173569711759005,"x70y70"
2012,0,0,0,0,641,0,"x70y71"
2012,0.504413619167718,0.506331970433674,0.138787678346707,1.80980559654732,3965,0.000720498815655384,"x71y69"
2012,0.987445337847369,1.00602733396384,0.485932493807101,2.05850037069186,7089,0.00114085813187268,"x71y70"
2012,0.498554192840762,0.502704261330081,0.214438717685984,1.16798104784585,10029,0.000593424471597374,"x72y68"
2012,2.03999629091583,2.12705728518676,1.67160791113854,2.69870097263307,32353,0.00222106881497664,"x72y69"
2012,3.90161153519932,4.25202861256008,2.81957473125977,6.31330699475772,5895,0.00468264157092703,"x73y69"
2013,7.27272727272727,7.96884589107587,3.98467069522518,15.2030491801535,1100,0.00900908588961718,"x68y71"
2013,0,0,0,0,1161,0,"x69y71"
2013,0,0,0,0,1833,0,"x69y72"
2013,0.492368291482029,0.493097126636513,0.0870236184359765,2.72507587456198,2031,0.000919823662210447,"x70y70"
2013,0,0,0,0,1039,0,"x70y71"
2013,0,0,0,0,1553,0,"x71y69"
2013,0.401848503114326,0.405858080288127,0.11082377671744,1.46148886744206,4977,0.000590868526408446,"x71y70"
2013,0.593002569677802,0.601425085516252,0.203571736928753,1.74698254577991,5059,0.000784251973328869,"x72y68"
2013,1.34178503678342,1.38076069540366,0.960378572298632,1.97660836598088,21613,0.00145253553597286,"x72y69"
2013,0,0,0,0,2015,0,"x73y69"
2014,0,0,0,0,668,0,"x68y71"
2014,0,0,0,0,645,0,"x69y71"
2014,0.333222259246918,0.335972958389711,0.0590212520317372,1.85776309456103,3001,0.000631875528452541,"x69y72"
2014,0,0,0,0,3032,0,"x70y70"
2014,0,0,0,0,497,0,"x70y71"
2014,1.38197899391929,1.41803072809727,0.602472650041815,3.25961886255666,3618,0.0016623686256221,"x71y69"
2014,0,0,0,0,4362,0,"x71y70"
2014,1.07434464976364,1.08513110254142,0.463566488656665,2.49419399266447,4654,0.00124886292634537,"x72y68"
2014,1.83283057772347,1.91482276285227,1.44239051547522,2.5327429169056,26189,0.00202619178609425,"x72y69"
2014,1.78944229048613,1.8509962593014,0.842935734513116,3.97128043517824,3353,0.00213545596355686,"x73y69"
2015,0,0,0,0,3254,0,"x68y71"
2015,0,0,0,0,3364,0,"x69y71"
2015,0.354421407052986,0.357535439952431,0.0976778764091081,1.28945511600369,5643,0.000521588599534498,"x69y72"
2015,4.57087869128526,4.96232842766313,3.96045795384211,6.18935820467947,16627,0.00537555152467048,"x70y70"
2015,0,0,0,0,1619,0,"x70y71"
2015,0.752162467092892,0.766377284467411,0.208460854271446,2.73117534191408,2659,0.00110124108566775,"x71y69"
2015,0.438212094653812,0.441071111484643,0.120635163230486,1.59175702471658,4564,0.00064279249928717,"x71y70"
2015,0.959232613908873,0.975408345945916,0.445909675654679,2.10469496743451,6255,0.00112004515498933,"x72y68"
2015,0.389321468298109,0.392540696288659,0.18989588938477,0.807377233311943,17980,0.000446133910191325,"x72y69"
2015,0,0,0,0,1986,0,"x73y69"
2016,0.667556742323097,0.672508343230397,0.118249824081047,3.67960712447516,1498,0.0012364335302975,"x68y71"
2016,2.12728239673817,2.18948865677896,1.24920808255465,3.79687304661946,5641,0.00238269577614958,"x69y71"
2016,0,0,0,0,6866,0,"x69y72"
2016,0,0,0,0,10492,0,"x70y70"
2016,0,0,0,0,1910,0,"x70y71"
2016,1.10283981251723,1.1290655002548,0.436249410262235,2.85875922104609,3627,0.00138518095143878,"x71y69"
2016,0,0,0,0,4156,0,"x71y70"
2016,0,0,0,0,7216,0,"x72y68"
2016,0.06072198439445,0.0608125012263051,0.0166662428521213,0.221272018318478,32937,0.0000897320692365764,"x72y69"
2016,0,0,0,0,5990,0,"x73y69"
2017,0,0,0,0,1217,0,"x68y71"
2017,0.180635838150289,0.180881015703956,0.031910135591116,1.0144870516541,5536,0.00034782201062997,"x69y71"
2017,0,0,0,0,5485,0,"x69y72"
2017,0.0964599209028649,0.0965484248088783,0.0170354967301196,0.543442288465963,10367,0.000186949338320476,"x70y70"
2017,0.660938532716457,0.662912579839276,0.116910779982201,3.62814590723479,1513,0.0012139103638994,"x70y71"
2017,1.54798761609907,1.58874051679549,0.675222295343214,3.64926441631387,3230,0.00185919361174405,"x71y69"
2017,0.184842883548983,0.185685113898407,0.032685613456838,1.04206307700039,5410,0.000358700794834904,"x71y70"
2017,1.67177486765116,1.70851932981378,0.781199320839203,3.65816106300594,3589,0.00193316755516471,"x72y68"
2017,2.93698825204699,3.12283262209393,2.56479741627083,3.79159329483242,33708,0.00330145565174788,"x72y69"
2017,0.734484024972457,0.745849605616151,0.288913157243838,1.89455024545846,5446,0.000913692974280772,"x73y69"
2018,0,0,0,0,815,0,"x68y71"
2018,0,0,0,0,7787,0,"x69y71"
2018,0,0,0,0,4938,0,"x69y72"
2018,0.474878905879001,0.479172280953101,0.204238630197411,1.11678396425281,10529,0.000570589649562056,"x70y70"
2018,0,0,0,0,1052,0,"x70y71"
2018,0,0,0,0,1841,0,"x71y69"
2018,0,0,0,0,5065,0,"x71y70"
2018,0.171791788352517,0.172518968106413,0.0303819338760887,0.965926562542226,5821,0.000331554162439342,"x72y68"
2018,0.395280953539285,0.398342722865293,0.23266330714792,0.680144758208183,32888,0.000428563721999045,"x72y69"
2018,0.522602560752548,0.529411531164001,0.144369577785858,1.90025469489839,3827,0.000767853774975996,"x73y69"
2019,6.67640308783643,7.32375577972113,5.1776674187837,10.2206297305961,4793,0.00793243897946043,"x68y71"
2019,8.81303770021683,10.5657403208911,8.8540602809965,12.5358771529589,14297,0.0126123829926662,"x69y71"
2019,0,0,0,0,5495,0,"x69y72"
2019,3.41699069164605,3.64067844534714,2.81313877994191,4.68981060050706,16974,0.0038903504887665,"x70y70"
2019,0.615574022776239,0.621043733206825,0.169757299998277,2.22328880333503,3249,0.000891621057811422,"x70y71"
2019,2.81324388660463,2.95574982742344,1.72096764608606,4.98780804647231,4621,0.00320936912338442,"x71y69"
2019,3.43347639484979,3.67550762285955,2.85077718258051,4.717503309594,17475,0.00396283748447762,"x71y70"
2019,3.20185298726071,3.44716992862392,2.58759386374802,4.56197312679327,14679,0.00372379271852108,"x72y68"
2019,2.87583878631267,3.07529621537098,2.601798273208,3.62768110228248,47986,0.00328653254460426,"x72y69"
2019,1.48108253669045,1.52899863145591,0.850867988995093,2.7138822476104,7427,0.00167754294715742,"x73y69"
2020,0,0,0,0,1664,0,"x68y71"
2020,0.180929980097702,0.181538343167151,0.0319813789762478,1.01927481797694,5527,0.000350598321392955,"x69y71"
2020,0,0,0,0,2489,0,"x69y72"
2020,0.315636639101067,0.317292501040856,0.135384056544963,0.740082849095361,15841,0.000376954266143427,"x70y70"
2020,0,0,0,0,2704,0,"x70y71"
2020,0,0,0,0,4752,0,"x71y69"
2020,0,0,0,0,10242,0,"x71y70"
2020,0.997293061689699,1.01328632922226,0.490019708848446,2.06934090430825,7019,0.00113931557959771,"x72y68"
2020,0.162070176386375,0.162717174310269,0.0745132606551534,0.354443252691054,37021,0.000188788212797687,"x72y69"
2020,1.24843945068664,1.2820743542134,0.74751780888243,2.17936850387281,10413,0.00138931013418288,"x73y69"
2021,0,0,0,0,4219,0,"x68y71"
2021,0,0,0,0,9836,0,"x69y71"
2021,0,0,0,0,6227,0,"x69y72"
2021,0.0437828371278459,0.0437885890296316,0.00772977740446758,0.247212472696589,22840,0.0000852456526646198,"x70y70"
2021,0,0,0,0,1948,0,"x70y71"
2021,0.304971027752364,0.307272903735984,0.0539963170548784,1.70768575960451,3279,0.000583548813300446,"x71y69"
2021,0,0,0,0,10214,0,"x71y70"
2021,1.3024225058609,1.33094295192317,0.721755683787934,2.42676560098353,7678,0.00145254565822652,"x72y68"
2021,1.83966132499945,1.91914915510907,1.54724665335478,2.37544833237121,45117,0.0020139110890726,"x72y69"
2021,0.825934338220112,0.837767896072651,0.423913227127396,1.64026148055484,9686,0.000932584520189793,"x73y69"
2022,0,0,0,0,3456,0,"x68y71"
2022,0,0,0,0,13833,0,"x69y71"
2022,0,0,0,0,6737,0,"x69y72"
2022,0.0440548041763954,0.0440596570247202,0.00777755202861944,0.248760003517108,22699,0.0000857838289491807,"x70y70"
2022,0,0,0,0,1190,0,"x70y71"
2022,1.7111892765472,1.7693757892255,1.11690463020098,2.78033502096389,10519,0.00189413785884961,"x71y69"
2022,0,0,0,0,10233,0,"x71y70"
2022,0.9124728012915,0.926782238644983,0.54120354310701,1.57710576387943,14247,0.000994921505787591,"x72y68"
2022,1.13086427965608,1.16024555228014,0.914880864339845,1.46912742979172,60131,0.00120207707149095,"x72y69"
2022,0.468384074941452,0.473017357228398,0.216455098515881,1.02659712507619,12810,0.000547141075462198,"x73y69"
